Date,Open,High,Low,Close,Volume,RuleA_Signal,RuleA_Profit,RuleA_TotalProfit,RuleB_Signal,RuleB_Profit,RuleB_TotalProfit
2024-12-30 21:37:00,40250,40255,40250,40250,30,1,0.0,115.0,-1,-5.0,-195.0
2024-12-30 21:38:00,40250,40250,40250,40250,106,1,0.0,115.0,-1,0.0,-195.0
2024-12-30 21:39:00,40250,40250,40245,40245,109,1,-5.0,110.0,-1,5.0,-190.0
2024-12-30 21:40:00,40245,40250,40245,40250,62,1,0.0,110.0,-1,0.0,-190.0
2024-12-30 21:41:00,40250,40255,40250,40250,19,1,5.0,115.0,-1,0.0,-190.0
2024-12-30 21:42:00,40250,40255,40250,40255,59,1,5.0,120.0,-1,-10.0,-200.0
2024-12-30 21:43:00,40250,40255,40250,40255,52,1,5.0,125.0,-1,-5.0,-205.0
2024-12-30 21:44:00,40260,40260,40255,40255,11,1,0.0,125.0,-1,-5.0,-210.0
2024-12-30 21:45:00,40255,40265,40255,40265,117,1,10.0,135.0,-1,-10.0,-220.0
2024-12-30 21:46:00,40265,40275,40265,40275,254,1,20.0,155.0,-1,-20.0,-240.0
2024-12-30 21:47:00,40275,40275,40265,40275,240,1,10.0,165.0,-1,-20.0,-260.0
2024-12-30 21:48:00,40275,40275,40270,40270,143,1,-5.0,160.0,-1,-5.0,-265.0
2024-12-30 21:49:00,40270,40275,40265,40270,63,1,-5.0,155.0,-1,5.0,-260.0
2024-12-30 21:50:00,40275,40290,40275,40290,403,1,20.0,175.0,-1,-15.0,-275.0
2024-12-30 21:51:00,40290,40290,40285,40290,36,1,20.0,195.0,-1,-20.0,-295.0
2024-12-30 21:52:00,40285,40290,40280,40285,175,1,-5.0,190.0,-1,-15.0,-310.0
2024-12-30 21:53:00,40290,40290,40285,40285,57,1,-5.0,185.0,-1,5.0,-305.0
2024-12-30 21:54:00,40285,40285,40285,40285,155,1,0.0,185.0,-1,5.0,-300.0
2024-12-30 21:55:00,40285,40290,40285,40285,159,1,0.0,185.0,-1,0.0,-300.0
2024-12-30 21:56:00,40285,40290,40285,40285,24,1,0.0,185.0,-1,0.0,-300.0
2024-12-30 21:57:00,40285,40300,40285,40300,397,1,15.0,200.0,-1,-15.0,-315.0
2024-12-30 21:58:00,40300,40305,40295,40305,246,1,20.0,220.0,-1,-20.0,-335.0
2024-12-30 21:59:00,40305,40305,40295,40300,283,1,0.0,220.0,-1,-15.0,-350.0
2024-12-30 22:00:00,40300,40305,40290,40300,195,1,-5.0,215.0,-1,0.0,-350.0
2024-12-30 22:01:00,40300,40310,40285,40290,436,1,-10.0,205.0,-1,15.0,-335.0
2024-12-30 22:02:00,40290,40295,40290,40295,123,1,-5.0,200.0,-1,5.0,-330.0
2024-12-30 22:03:00,40295,40300,40290,40295,40,1,5.0,205.0,-1,5.0,-325.0
2024-12-30 22:04:00,40295,40295,40285,40290,130,1,-5.0,200.0,-1,0.0,-325.0
2024-12-30 22:05:00,40290,40300,40290,40295,108,1,0.0,200.0,-1,0.0,-325.0
2024-12-30 22:06:00,40290,40290,40285,40285,226,1,-5.0,195.0,-1,10.0,-315.0
2024-12-30 22:07:00,40285,40285,40275,40275,194,1,-20.0,175.0,-1,15.0,-300.0
2024-12-30 22:08:00,40280,40280,40270,40270,168,1,-15.0,160.0,-1,25.0,-275.0
2024-12-30 22:09:00,40265,40270,40265,40265,265,1,-10.0,150.0,-1,20.0,-255.0
2024-12-30 22:10:00,40265,40285,40265,40285,258,1,15.0,165.0,-1,-10.0,-265.0
2024-12-30 22:11:00,40285,40300,40285,40290,284,1,25.0,190.0,-1,-20.0,-285.0
2024-12-30 22:12:00,40290,40310,40290,40305,364,1,20.0,210.0,-1,-40.0,-325.0
2024-12-30 22:13:00,40310,40320,40305,40320,589,1,30.0,240.0,-1,-35.0,-360.0
2024-12-30 22:14:00,40315,40320,40315,40315,178,1,10.0,250.0,-1,-25.0,-385.0
2024-12-30 22:15:00,40315,40325,40310,40325,279,1,5.0,255.0,-1,-20.0,-405.0
2024-12-30 22:16:00,40320,40320,40305,40310,320,1,-5.0,250.0,-1,10.0,-395.0
2024-12-30 22:17:00,40305,40305,40300,40305,157,1,-20.0,230.0,-1,10.0,-385.0
2024-12-30 22:18:00,40305,40305,40305,40305,20,1,-5.0,225.0,-1,20.0,-365.0
2024-12-30 22:19:00,40310,40310,40300,40310,131,1,5.0,230.0,-1,0.0,-365.0
2024-12-30 22:20:00,40310,40320,40310,40320,101,1,15.0,245.0,-1,-15.0,-380.0
2024-12-30 22:21:00,40315,40320,40315,40315,97,1,5.0,250.0,-1,-10.0,-390.0
2024-12-30 22:22:00,40315,40315,40310,40310,53,1,-10.0,240.0,-1,0.0,-390.0
2024-12-30 22:23:00,40310,40315,40305,40310,229,1,-5.0,235.0,-1,10.0,-380.0
2024-12-30 22:24:00,40315,40315,40310,40315,215,1,5.0,240.0,-1,0.0,-380.0
2024-12-30 22:25:00,40310,40315,40310,40315,100,1,5.0,245.0,-1,-5.0,-385.0
2024-12-30 22:26:00,40310,40310,40310,40310,110,1,-5.0,240.0,-1,0.0,-385.0
2024-12-30 22:27:00,40310,40310,40310,40310,19,1,-5.0,235.0,-1,5.0,-380.0
2024-12-30 22:28:00,40315,40315,40310,40315,239,1,5.0,240.0,-1,0.0,-380.0
2024-12-30 22:29:00,40320,40325,40320,40325,186,1,15.0,255.0,-1,-15.0,-395.0
2024-12-30 22:30:00,40320,40325,40315,40315,136,1,0.0,255.0,-1,-5.0,-400.0
2024-12-30 22:31:00,40315,40315,40295,40300,420,1,-25.0,230.0,-1,15.0,-385.0
2024-12-30 22:32:00,40300,40310,40300,40305,188,1,-10.0,220.0,-1,20.0,-365.0
2024-12-30 22:33:00,40305,40305,40290,40290,187,1,-10.0,210.0,-1,25.0,-340.0
2024-12-30 22:34:00,40290,40290,40280,40285,262,1,-20.0,190.0,-1,15.0,-325.0
2024-12-30 22:35:00,40285,40290,40270,40270,167,1,-20.0,170.0,-1,35.0,-290.0
2024-12-30 22:36:00,40270,40295,40270,40295,431,1,10.0,180.0,-1,-5.0,-295.0
2024-12-30 22:37:00,40290,40295,40280,40280,245,1,10.0,190.0,-1,5.0,-290.0
2024-12-30 22:38:00,40280,40280,40275,40280,78,1,-15.0,175.0,-1,-10.0,-300.0
2024-12-30 22:39:00,40280,40280,40270,40275,81,1,-5.0,170.0,-1,20.0,-280.0
2024-12-30 22:40:00,40270,40285,40270,40285,312,1,5.0,175.0,-1,-5.0,-285.0
2024-12-30 22:41:00,40285,40300,40285,40295,332,1,20.0,195.0,-1,-15.0,-300.0
2024-12-30 22:42:00,40290,40290,40280,40285,216,1,0.0,195.0,-1,-10.0,-310.0
2024-12-30 22:43:00,40285,40290,40285,40285,54,1,-10.0,185.0,-1,0.0,-310.0
2024-12-30 22:44:00,40290,40305,40290,40300,339,1,15.0,200.0,-1,-5.0,-315.0
2024-12-30 22:45:00,40300,40305,40295,40295,119,1,10.0,210.0,-1,-10.0,-325.0
2024-12-30 22:46:00,40290,40295,40285,40285,44,1,-15.0,195.0,-1,0.0,-325.0
2024-12-30 22:47:00,40285,40300,40285,40300,250,1,5.0,200.0,-1,0.0,-325.0
2024-12-30 22:48:00,40295,40295,40285,40285,206,1,0.0,200.0,-1,10.0,-315.0
2024-12-30 22:49:00,40280,40280,40275,40280,125,1,-20.0,180.0,-1,5.0,-310.0
2024-12-30 22:50:00,40280,40280,40275,40275,40,1,-10.0,170.0,-1,25.0,-285.0
2024-12-30 22:51:00,40275,40285,40275,40275,63,1,-5.0,165.0,-1,10.0,-275.0
2024-12-30 22:52:00,40280,40285,40280,40280,102,1,5.0,170.0,-1,0.0,-275.0
2024-12-30 22:53:00,40280,40285,40280,40280,138,1,5.0,175.0,-1,-5.0,-280.0
2024-12-30 22:54:00,40280,40285,40280,40285,195,1,5.0,180.0,-1,-10.0,-290.0
2024-12-30 22:55:00,40285,40290,40280,40280,208,1,0.0,180.0,-1,0.0,-290.0
2024-12-30 22:56:00,40280,40285,40280,40285,26,1,0.0,180.0,-1,-5.0,-295.0
2024-12-30 22:57:00,40285,40285,40280,40285,90,1,5.0,185.0,-1,0.0,-295.0
2024-12-30 22:58:00,40285,40290,40285,40285,105,1,0.0,185.0,-1,-5.0,-300.0
2024-12-30 22:59:00,40285,40285,40265,40265,341,1,-20.0,165.0,-1,20.0,-280.0
2024-12-30 23:00:00,40265,40285,40265,40275,250,1,-10.0,155.0,-1,10.0,-270.0
2024-12-30 23:01:00,40275,40275,40265,40265,151,1,0.0,155.0,-1,20.0,-250.0
2024-12-30 23:02:00,40265,40270,40255,40260,290,1,-15.0,140.0,-1,5.0,-245.0
2024-12-30 23:03:00,40260,40260,40250,40250,194,1,-15.0,125.0,-1,25.0,-220.0
2024-12-30 23:04:00,40250,40250,40225,40235,1291,1,-25.0,100.0,-1,30.0,-190.0
2024-12-30 23:05:00,40235,40240,40230,40230,713,1,-20.0,80.0,-1,30.0,-160.0
2024-12-30 23:06:00,40235,40245,40235,40240,175,1,5.0,85.0,-1,10.0,-150.0
2024-12-30 23:07:00,40245,40245,40225,40225,358,1,-5.0,80.0,-1,10.0,-140.0
2024-12-30 23:08:00,40230,40230,40215,40225,352,1,-15.0,65.0,-1,5.0,-135.0
2024-12-30 23:09:00,40225,40230,40220,40230,277,1,5.0,70.0,-1,10.0,-125.0
2024-12-30 23:10:00,40225,40225,40215,40220,90,1,-5.0,65.0,-1,5.0,-120.0
2024-12-30 23:11:00,40220,40220,40210,40210,158,1,-20.0,45.0,-1,15.0,-105.0
2024-12-30 23:12:00,40215,40230,40215,40230,144,1,10.0,55.0,-1,0.0,-105.0
2024-12-30 23:13:00,40230,40230,40220,40225,179,1,15.0,70.0,-1,-5.0,-110.0
2024-12-30 23:14:00,40225,40230,40220,40225,89,1,-5.0,65.0,-1,-15.0,-125.0
2024-12-30 23:15:00,40220,40225,40215,40215,185,1,-10.0,55.0,-1,15.0,-110.0
2024-12-30 23:16:00,40220,40220,40215,40220,65,1,-5.0,50.0,-1,5.0,-105.0
2024-12-30 23:17:00,40220,40220,40205,40205,194,1,-10.0,40.0,-1,20.0,-85.0
2024-12-30 23:18:00,40205,40205,40195,40195,456,1,-25.0,15.0,-1,20.0,-65.0
2024-12-30 23:19:00,40195,40210,40195,40210,118,1,5.0,20.0,-1,10.0,-55.0
2024-12-30 23:20:00,40205,40215,40200,40200,329,1,5.0,25.0,-1,5.0,-50.0
2024-12-30 23:21:00,40195,40195,40190,40195,82,1,-15.0,10.0,-1,0.0,-50.0
2024-12-30 23:22:00,40195,40195,40190,40190,161,1,-10.0,0.0,-1,20.0,-30.0
2024-12-30 23:23:00,40195,40195,40190,40195,43,1,0.0,0.0,-1,5.0,-25.0
2024-12-30 23:24:00,40190,40190,40170,40175,399,1,-15.0,-15.0,-1,20.0,-5.0
2024-12-30 23:25:00,40175,40185,40175,40180,203,1,-15.0,-30.0,-1,10.0,5.0
2024-12-30 23:26:00,40175,40180,40175,40175,239,1,0.0,-30.0,-1,20.0,25.0
2024-12-30 23:27:00,40175,40175,40165,40170,257,1,-10.0,-40.0,-1,5.0,30.0
2024-12-30 23:28:00,40175,40175,40155,40160,382,1,-15.0,-55.0,-1,20.0,50.0
2024-12-30 23:29:00,40160,40165,40160,40165,317,1,-5.0,-60.0,-1,10.0,60.0
2024-12-30 23:30:00,40165,40175,40145,40160,1452,1,0.0,-60.0,-1,10.0,70.0
2024-12-30 23:31:00,40155,40165,40145,40150,586,1,-15.0,-75.0,-1,10.0,80.0
2024-12-30 23:32:00,40155,40165,40150,40150,396,1,-10.0,-85.0,-1,15.0,95.0
2024-12-30 23:33:00,40150,40155,40135,40150,1117,1,0.0,-85.0,-1,10.0,105.0
2024-12-30 23:34:00,40150,40155,40135,40140,499,1,-10.0,-95.0,-1,10.0,115.0
2024-12-30 23:35:00,40135,40150,40135,40135,555,1,-15.0,-110.0,-1,15.0,130.0
2024-12-30 23:36:00,40130,40130,40090,40100,2032,1,-40.0,-150.0,-1,50.0,180.0
2024-12-30 23:37:00,40095,40140,40095,40140,1369,1,5.0,-145.0,-1,0.0,180.0
2024-12-30 23:38:00,40145,40150,40105,40120,892,1,20.0,-125.0,-1,15.0,195.0
2024-12-30 23:39:00,40115,40135,40110,40130,921,1,-10.0,-135.0,-1,-30.0,165.0
2024-12-30 23:40:00,40125,40130,40115,40130,759,1,10.0,-125.0,-1,10.0,175.0
2024-12-30 23:41:00,40130,40150,40125,40140,549,1,10.0,-115.0,-1,-20.0,155.0
2024-12-30 23:42:00,40140,40140,40125,40125,917,1,-5.0,-120.0,-1,5.0,160.0
2024-12-30 23:43:00,40125,40135,40120,40130,488,1,-10.0,-130.0,-1,0.0,160.0
2024-12-30 23:44:00,40125,40125,40105,40105,1153,1,-20.0,-150.0,-1,35.0,195.0
2024-12-30 23:45:00,40105,40115,40090,40105,1164,1,-25.0,-175.0,-1,20.0,215.0
2024-12-30 23:46:00,40100,40115,40095,40115,591,1,10.0,-165.0,-1,15.0,230.0
2024-12-30 23:47:00,40115,40150,40110,40145,1170,1,40.0,-125.0,-1,-40.0,190.0
2024-12-30 23:48:00,40145,40150,40135,40140,693,1,25.0,-100.0,-1,-35.0,155.0
2024-12-30 23:49:00,40135,40140,40130,40130,480,1,-15.0,-115.0,-1,-15.0,140.0
2024-12-30 23:50:00,40135,40135,40105,40120,486,1,-20.0,-135.0,-1,25.0,165.0
2024-12-30 23:51:00,40115,40145,40110,40145,393,1,15.0,-120.0,-1,-5.0,160.0
2024-12-30 23:52:00,40145,40145,40125,40135,394,1,15.0,-105.0,-1,-5.0,155.0
2024-12-30 23:53:00,40135,40145,40125,40125,371,1,-20.0,-125.0,-1,-5.0,150.0
2024-12-30 23:54:00,40125,40130,40115,40120,325,1,-15.0,-140.0,-1,25.0,175.0
2024-12-30 23:55:00,40115,40120,40105,40115,423,1,-10.0,-150.0,-1,20.0,195.0
2024-12-30 23:56:00,40110,40130,40110,40125,293,1,5.0,-145.0,-1,0.0,195.0
2024-12-30 23:57:00,40125,40130,40115,40120,441,1,5.0,-140.0,-1,0.0,195.0
2024-12-30 23:58:00,40115,40130,40115,40125,436,1,0.0,-140.0,-1,-10.0,185.0
2024-12-30 23:59:00,40120,40120,40090,40095,876,1,-25.0,-165.0,-1,30.0,215.0
2024-12-30 00:00:00,40095,40110,40045,40045,1756,1,-80.0,-245.0,-1,75.0,290.0
2024-12-30 00:01:00,40045,40050,39990,40000,2873,1,-95.0,-340.0,-1,125.0,415.0
2024-12-30 00:02:00,40000,40020,40000,40020,863,1,-25.0,-365.0,-1,75.0,490.0
2024-12-30 00:03:00,40015,40045,40005,40010,673,1,10.0,-355.0,-1,35.0,525.0
2024-12-30 00:04:00,40015,40015,39970,39975,1319,1,-45.0,-400.0,-1,25.0,550.0
2024-12-30 00:05:00,39980,39985,39960,39975,1356,1,-35.0,-435.0,-1,45.0,595.0
2024-12-30 00:06:00,39980,40010,39965,40005,1219,1,30.0,-405.0,-1,5.0,600.0
2024-12-30 00:07:00,40005,40015,39975,39975,1008,1,0.0,-405.0,-1,0.0,600.0
2024-12-30 00:08:00,39980,40000,39975,39990,550,1,-15.0,-420.0,-1,-15.0,585.0
2024-12-30 00:09:00,39990,40030,39985,40010,989,1,35.0,-385.0,-1,-5.0,580.0
2024-12-30 00:10:00,40010,40015,39980,39980,558,1,-10.0,-395.0,-1,-5.0,575.0
2024-12-30 00:11:00,39985,39990,39960,39960,796,1,-50.0,-445.0,-1,30.0,605.0
2024-12-30 00:12:00,39965,39980,39940,39965,1035,1,-15.0,-460.0,-1,45.0,650.0
2024-12-30 00:13:00,39970,39985,39965,39975,488,1,15.0,-445.0,-1,5.0,655.0
2024-12-30 00:14:00,39980,39980,39955,39975,580,1,10.0,-435.0,-1,-15.0,640.0
2024-12-30 00:15:00,39980,39980,39955,39955,564,1,-20.0,-455.0,-1,10.0,650.0
2024-12-30 00:16:00,39955,39975,39950,39960,627,1,-15.0,-470.0,-1,15.0,665.0
2024-12-30 00:17:00,39955,39960,39925,39930,1539,1,-25.0,-495.0,-1,45.0,710.0
2024-12-30 00:18:00,39930,39945,39930,39935,741,1,-25.0,-520.0,-1,20.0,730.0
2024-12-30 00:19:00,39930,39955,39930,39945,718,1,15.0,-505.0,-1,15.0,745.0
2024-12-30 00:20:00,39940,39950,39930,39940,711,1,5.0,-500.0,-1,-10.0,735.0
2024-12-30 00:21:00,39940,39985,39935,39960,946,1,15.0,-485.0,-1,-25.0,710.0
2024-12-30 00:22:00,39960,39985,39950,39985,469,1,45.0,-440.0,-1,-40.0,670.0
2024-12-30 00:23:00,39980,40015,39970,39985,1501,1,25.0,-415.0,-1,-45.0,625.0
2024-12-30 00:24:00,39980,39985,39965,39980,556,1,-5.0,-420.0,-1,-20.0,605.0
2024-12-30 00:25:00,39980,39980,39960,39970,692,1,-15.0,-435.0,-1,15.0,620.0
2024-12-30 00:26:00,39965,39985,39965,39975,452,1,-5.0,-440.0,-1,10.0,630.0
2024-12-30 00:27:00,39970,39975,39955,39975,757,1,5.0,-435.0,-1,5.0,635.0
2024-12-30 00:28:00,39965,39975,39940,39945,935,1,-30.0,-465.0,-1,25.0,660.0
2024-12-30 00:29:00,39940,39950,39935,39945,801,1,-30.0,-495.0,-1,30.0,690.0
2024-12-30 00:30:00,39940,39950,39915,39915,794,1,-30.0,-525.0,-1,60.0,750.0
2024-12-30 00:31:00,39920,39935,39910,39915,911,1,-30.0,-555.0,-1,30.0,780.0
2024-12-30 00:32:00,39915,39915,39880,39890,1517,1,-25.0,-580.0,-1,55.0,835.0
2024-12-30 00:33:00,39885,39915,39880,39905,823,1,-10.0,-590.0,-1,10.0,845.0
2024-12-30 00:34:00,39910,39915,39895,39895,665,1,5.0,-585.0,-1,20.0,865.0
2024-12-30 00:35:00,39895,39920,39895,39905,556,1,0.0,-585.0,-1,-15.0,850.0
2024-12-30 00:36:00,39905,39920,39905,39920,544,1,25.0,-560.0,-1,-15.0,835.0
2024-12-30 00:37:00,39920,39935,39910,39935,524,1,30.0,-530.0,-1,-40.0,795.0
2024-12-30 00:38:00,39935,39935,39915,39930,528,1,10.0,-520.0,-1,-25.0,770.0
2024-12-30 00:39:00,39930,39945,39920,39945,515,1,10.0,-510.0,-1,-25.0,745.0
2024-12-30 00:40:00,39940,39940,39915,39925,678,1,-5.0,-515.0,-1,10.0,755.0
2024-12-30 00:41:00,39925,39975,39925,39975,1453,1,30.0,-485.0,-1,-45.0,710.0
2024-12-30 00:42:00,39970,39970,39935,39945,621,1,20.0,-465.0,-1,0.0,710.0
2024-12-30 00:43:00,39945,39965,39940,39960,402,1,-15.0,-480.0,-1,-35.0,675.0
2024-12-30 00:44:00,39960,39970,39945,39955,503,1,10.0,-470.0,-1,20.0,695.0
2024-12-30 00:45:00,39950,40000,39945,39975,1354,1,15.0,-455.0,-1,-30.0,665.0
2024-12-30 00:46:00,39970,39975,39950,39955,414,1,0.0,-455.0,-1,5.0,670.0
2024-12-30 00:47:00,39955,39985,39945,39975,431,1,0.0,-455.0,-1,-20.0,650.0
2024-12-30 00:48:00,39975,40015,39975,40015,1038,1,60.0,-395.0,-1,-40.0,610.0
2024-12-30 00:49:00,40010,40020,40010,40015,703,1,40.0,-355.0,-1,-60.0,550.0
2024-12-30 00:50:00,40015,40040,40005,40030,645,1,15.0,-340.0,-1,-55.0,495.0
2024-12-30 00:51:00,40030,40060,40025,40050,796,1,35.0,-305.0,-1,-35.0,460.0
2024-12-30 00:52:00,40050,40055,40030,40035,321,1,5.0,-300.0,-1,-20.0,440.0
2024-12-30 00:53:00,40035,40045,40025,40045,416,1,-5.0,-305.0,-1,-15.0,425.0
2024-12-30 00:54:00,40040,40050,40035,40045,185,1,10.0,-295.0,-1,5.0,430.0
2024-12-30 00:55:00,40045,40045,40015,40020,424,1,-25.0,-320.0,-1,15.0,445.0
2024-12-30 00:56:00,40020,40030,40015,40025,288,1,-20.0,-340.0,-1,20.0,465.0
2024-12-30 00:57:00,40030,40035,40000,40010,588,1,-10.0,-350.0,-1,35.0,500.0
2024-12-30 00:58:00,40005,40015,40005,40010,344,1,-15.0,-365.0,-1,10.0,510.0
2024-12-30 00:59:00,40015,40020,40010,40020,253,1,10.0,-355.0,-1,5.0,515.0
2024-12-30 01:00:00,40020,40025,40010,40020,277,1,10.0,-345.0,-1,-10.0,505.0
2024-12-30 01:01:00,40015,40015,39985,39995,419,1,-25.0,-370.0,-1,15.0,520.0
2024-12-30 01:02:00,39990,39995,39975,39975,410,1,-45.0,-415.0,-1,45.0,565.0
2024-12-30 01:03:00,39975,39995,39975,39990,399,1,-5.0,-420.0,-1,30.0,595.0
2024-12-30 01:04:00,39990,39990,39960,39970,325,1,-5.0,-425.0,-1,25.0,620.0
2024-12-30 01:05:00,39970,39985,39960,39975,363,1,-15.0,-440.0,-1,0.0,620.0
2024-12-30 01:06:00,39970,40000,39970,39985,418,1,15.0,-425.0,-1,5.0,625.0
2024-12-30 01:07:00,39990,40010,39985,40000,288,1,25.0,-400.0,-1,-30.0,595.0
2024-12-30 01:08:00,39995,39995,39980,39980,272,1,-5.0,-405.0,-1,-5.0,590.0
2024-12-30 01:09:00,39980,39995,39980,39985,182,1,-15.0,-420.0,-1,0.0,590.0
2024-12-30 01:10:00,39985,40005,39985,39985,184,1,5.0,-415.0,-1,15.0,605.0
2024-12-30 01:11:00,39990,40005,39985,39990,264,1,5.0,-410.0,-1,-10.0,595.0
2024-12-30 01:12:00,39990,39995,39975,39980,249,1,-5.0,-415.0,-1,5.0,600.0
2024-12-30 01:13:00,39980,39990,39980,39980,180,1,-10.0,-425.0,-1,5.0,605.0
2024-12-30 01:14:00,39980,39980,39940,39945,717,1,-35.0,-460.0,-1,45.0,650.0
2024-12-30 01:15:00,39950,39955,39945,39950,208,1,-30.0,-490.0,-1,30.0,680.0
2024-12-30 01:16:00,39955,39965,39950,39965,227,1,20.0,-470.0,-1,15.0,695.0
2024-12-30 01:17:00,39960,39985,39955,39980,482,1,30.0,-440.0,-1,-35.0,660.0
2024-12-30 01:18:00,39980,39980,39960,39960,400,1,-5.0,-445.0,-1,-10.0,650.0
2024-12-30 01:19:00,39960,39965,39940,39945,477,1,-35.0,-480.0,-1,20.0,670.0
2024-12-30 01:20:00,39940,39975,39935,39970,652,1,10.0,-470.0,-1,10.0,680.0
2024-12-30 01:21:00,39970,39980,39955,39955,473,1,10.0,-460.0,-1,5.0,685.0
2024-12-30 01:22:00,39960,39980,39955,39980,204,1,10.0,-450.0,-1,-35.0,650.0
2024-12-30 01:23:00,39980,39985,39975,39980,262,1,25.0,-425.0,-1,-10.0,640.0
2024-12-30 01:24:00,39980,39990,39975,39990,191,1,10.0,-415.0,-1,-35.0,605.0
2024-12-30 01:25:00,39990,40020,39990,40015,473,1,35.0,-380.0,-1,-35.0,570.0
2024-12-30 01:26:00,40010,40015,40005,40005,158,1,15.0,-365.0,-1,-25.0,545.0
2024-12-30 01:27:00,40000,40035,40000,40030,947,1,15.0,-350.0,-1,-40.0,505.0
2024-12-30 01:28:00,40030,40035,40030,40035,207,1,30.0,-320.0,-1,-20.0,485.0
2024-12-30 01:29:00,40035,40070,40035,40070,791,1,40.0,-280.0,-1,-65.0,420.0
2024-12-30 01:30:00,40070,40090,40065,40070,2016,1,35.0,-245.0,-1,-40.0,380.0
2024-12-30 01:31:00,40070,40110,40070,40100,644,1,30.0,-215.0,-1,-65.0,315.0
2024-12-30 01:32:00,40095,40115,40095,40110,818,1,40.0,-175.0,-1,-40.0,275.0
2024-12-30 01:33:00,40105,40115,40095,40115,514,1,15.0,-160.0,-1,-45.0,230.0
2024-12-30 01:34:00,40110,40120,40105,40120,477,1,10.0,-150.0,-1,-20.0,210.0
2024-12-30 01:35:00,40115,40120,40095,40105,389,1,-10.0,-160.0,-1,5.0,215.0
2024-12-30 01:36:00,40105,40120,40105,40120,306,1,0.0,-160.0,-1,-5.0,210.0
2024-12-30 01:37:00,40115,40115,40110,40115,170,1,10.0,-150.0,-1,5.0,215.0
2024-12-30 01:38:00,40115,40120,40100,40100,434,1,-20.0,-170.0,-1,5.0,220.0
2024-12-30 01:39:00,40105,40105,40090,40100,253,1,-15.0,-185.0,-1,20.0,240.0
2024-12-30 01:40:00,40100,40120,40100,40100,280,1,0.0,-185.0,-1,15.0,255.0
2024-12-30 01:41:00,40095,40100,40085,40095,332,1,-5.0,-190.0,-1,5.0,260.0
2024-12-30 01:42:00,40090,40095,40075,40075,387,1,-25.0,-215.0,-1,25.0,285.0
2024-12-30 01:43:00,40075,40080,40065,40070,458,1,-25.0,-240.0,-1,30.0,315.0
2024-12-30 01:44:00,40070,40075,40055,40065,460,1,-10.0,-250.0,-1,30.0,345.0
2024-12-30 01:45:00,40065,40075,40055,40075,422,1,5.0,-245.0,-1,0.0,345.0
2024-12-30 01:46:00,40075,40085,40070,40085,352,1,20.0,-225.0,-1,-15.0,330.0
2024-12-30 01:47:00,40085,40085,40070,40070,174,1,-5.0,-230.0,-1,-5.0,325.0
2024-12-30 01:48:00,40065,40075,40055,40060,437,1,-25.0,-255.0,-1,15.0,340.0
2024-12-30 01:49:00,40060,40065,40030,40035,492,1,-35.0,-290.0,-1,50.0,390.0
2024-12-30 01:50:00,40035,40040,40000,40000,1636,1,-60.0,-350.0,-1,70.0,460.0
2024-12-30 01:51:00,40000,40005,39975,39980,935,1,-55.0,-405.0,-1,80.0,540.0
2024-12-30 01:52:00,39980,39980,39955,39965,531,1,-35.0,-440.0,-1,70.0,610.0
2024-12-30 01:53:00,39970,39985,39965,39985,309,1,5.0,-435.0,-1,15.0,625.0
2024-12-30 01:54:00,39985,39985,39970,39975,441,1,10.0,-425.0,-1,5.0,630.0
2024-12-30 01:55:00,39975,39990,39970,39980,316,1,-5.0,-430.0,-1,-15.0,615.0
2024-12-30 01:56:00,39980,40010,39975,40010,530,1,35.0,-395.0,-1,-25.0,590.0
2024-12-30 01:57:00,40005,40015,40000,40000,307,1,20.0,-375.0,-1,-25.0,565.0
2024-12-30 01:58:00,40000,40010,39970,39990,1686,1,-20.0,-395.0,-1,-10.0,555.0
2024-12-30 01:59:00,39990,40000,39990,40000,284,1,0.0,-395.0,-1,10.0,565.0
2024-12-30 02:00:00,39995,40010,39990,40005,259,1,15.0,-380.0,-1,-5.0,560.0
2024-12-30 02:01:00,40010,40025,40010,40015,238,1,15.0,-365.0,-1,-25.0,535.0
2024-12-30 02:02:00,40010,40015,39995,39995,167,1,-10.0,-375.0,-1,5.0,540.0
2024-12-30 02:03:00,40000,40005,39980,39990,172,1,-25.0,-400.0,-1,15.0,555.0
2024-12-30 02:04:00,39990,39995,39985,39995,109,1,0.0,-400.0,-1,20.0,575.0
2024-12-30 02:05:00,39995,40005,39990,39990,165,1,0.0,-400.0,-1,5.0,580.0
2024-12-30 02:06:00,39995,40010,39995,40000,107,1,5.0,-395.0,-1,-10.0,570.0
2024-12-30 02:07:00,39995,39995,39975,39975,350,1,-15.0,-410.0,-1,20.0,590.0
2024-12-30 02:08:00,39970,39980,39965,39980,324,1,-20.0,-430.0,-1,10.0,600.0
2024-12-30 02:09:00,39980,40000,39980,39995,151,1,20.0,-410.0,-1,5.0,605.0
2024-12-30 02:10:00,39995,40005,39985,39985,179,1,5.0,-405.0,-1,-10.0,595.0
2024-12-30 02:11:00,39980,39990,39970,39975,127,1,-20.0,-425.0,-1,5.0,600.0
2024-12-30 02:12:00,39965,39975,39955,39965,444,1,-20.0,-445.0,-1,30.0,630.0
2024-12-30 02:13:00,39965,39965,39945,39955,353,1,-20.0,-465.0,-1,30.0,660.0
2024-12-30 02:14:00,39955,39960,39950,39955,181,1,-10.0,-475.0,-1,20.0,680.0
